Season,Round,Race,Date,Circuit,Country,DriverId,Lap,Stop Number,Time of Day,Duration
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,hulkenberg,28,2,15:53:41,24.012
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,bottas,29,1,15:55:11,23.828
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,kvyat,29,2,15:55:54,24.338
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,wehrlein,30,2,15:57:42,26.156
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,rosberg,31,2,15:58:19,24.661
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,jolyon_palmer,31,1,15:59:04,23.928
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,ocon,31,2,15:59:29,33.338
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,massa,31,3,15:59:30,23.778
2016,16,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Malaysia,raikkonen,32,2,15:59:55,24.412
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,alonso,9,1,14:19:03,22.786
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,max_verstappen,10,1,14:20:15,22.855
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,ricciardo,10,1,14:20:26,22.996
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,grosjean,10,1,14:20:36,23.741
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,kvyat,10,1,14:20:38,22.990
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,hulkenberg,11,1,14:22:12,22.832
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,gutierrez,11,1,14:22:18,24.110
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,rosberg,12,1,14:23:28,22.673
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,vettel,12,1,14:23:35,23.226
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,raikkonen,12,1,14:23:45,23.244
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,perez,12,1,14:23:45,23.605
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,ocon,12,1,14:24:19,24.973
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,hamilton,13,1,14:25:25,22.989
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,sainz,13,1,14:25:40,22.986
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,wehrlein,13,1,14:26:05,24.630
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,button,19,1,14:36:02,24.375
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,kvyat,23,2,14:42:46,22.943
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,massa,24,1,14:44:11,22.463
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,jolyon_palmer,25,1,14:45:55,23.452
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,kevin_magnussen,25,1,14:46:04,23.072
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,nasr,25,1,14:46:10,25.131
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,raikkonen,26,2,14:47:00,22.762
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,bottas,26,1,14:47:27,25.007
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,ericsson,26,1,14:47:42,24.011
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,alonso,27,2,14:49:28,23.032
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,max_verstappen,28,2,14:49:53,22.788
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,hulkenberg,28,2,14:50:32,22.952
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,gutierrez,28,2,14:51:13,23.792
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,rosberg,29,2,14:51:24,23.150
2016,17,Japanese Grand Prix,2016-10-09,Suzuka Circuit,Japan,perez,29,2,14:52:07,22.721
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,bottas,1,1,14:06:03,27.098
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,ricciardo,8,1,14:17:32,23.956
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,raikkonen,8,1,14:17:35,23.989
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,max_verstappen,9,1,14:19:21,23.489
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,rosberg,10,1,14:21:02,23.526
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,button,10,1,14:21:28,23.613
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,grosjean,10,1,14:21:30,24.523
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,perez,10,1,14:21:31,23.350
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,hamilton,11,1,14:22:40,23.601
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,massa,11,1,14:23:03,24.093
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,sainz,11,1,14:23:06,24.778
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,alonso,11,1,14:23:10,23.683
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,gutierrez,13,1,14:27:00,24.470
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,kevin_magnussen,13,1,14:27:04,24.310
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,wehrlein,13,1,14:27:10,26.059
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,vettel,14,1,14:28:08,24.433
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,jolyon_palmer,15,1,14:30:43,24.071
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,ericsson,17,1,14:34:12,25.229
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,ocon,17,1,14:34:34,25.216
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,bottas,20,2,14:40:06,25.222
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,kvyat,21,1,14:41:16,37.837
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,raikkonen,24,2,14:45:43,23.845
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,ricciardo,25,2,14:47:19,23.534
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,max_verstappen,26,2,14:49:08,36.112
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,jolyon_palmer,26,2,14:50:20,24.766
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,ocon,26,2,14:50:59,27.532
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,perez,27,2,14:51:47,24.467
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,grosjean,27,2,14:51:52,26.056
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,kevin_magnussen,27,2,14:52:06,24.103
2016,18,United States Grand Prix,2016-10-23,Circuit of the Americas,USA,button,28,2,14:53:32,25.635
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,ricciardo,1,1,13:04:51,22.087
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,jolyon_palmer,1,1,13:05:06,23.897
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,ericsson,1,1,13:05:11,32.608
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,grosjean,11,1,13:20:31,22.957
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,12,1,13:21:26,21.775
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,sainz,12,1,13:21:43,22.747
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,kevin_magnussen,12,1,13:21:47,22.271
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,gutierrez,12,1,13:21:51,25.198
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,kvyat,13,1,13:23:20,22.665
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,hulkenberg,14,1,13:24:17,22.134
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,massa,14,1,13:24:24,21.863
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,ocon,15,1,13:26:15,23.866
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,alonso,16,1,13:27:27,22.461
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,hamilton,17,1,13:28:16,21.709
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,button,17,1,13:28:57,22.438
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,bottas,19,1,13:31:31,22.396
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,rosberg,20,1,13:32:32,21.997
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,raikkonen,20,1,13:32:40,22.398
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,perez,20,1,13:32:56,22.213
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,vettel,32,1,13:49:30,22.035
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,raikkonen,45,2,14:07:53,22.974
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,alonso,45,2,14:09:00,25.171
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,kvyat,47,2,14:11:56,22.865
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,gutierrez,48,2,14:13:40,23.110
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,nasr,49,1,14:14:38,23.540
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,ricciardo,50,2,14:14:47,22.443
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,grosjean,50,2,14:16:38,23.678
2016,19,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico,kevin_magnussen,51,2,14:17:54,22.384
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,kevin_magnussen,7,1,14:24:31,24.986
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,button,8,1,14:26:08,24.192
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,alonso,9,1,14:27:30,24.821
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,bottas,9,1,14:27:31,24.724
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,massa,9,1,14:27:33,29.421
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,kvyat,9,1,14:27:36,25.758
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,jolyon_palmer,9,1,14:27:40,24.745
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,ericsson,9,1,14:27:41,25.395
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,vettel,10,1,14:29:08,29.981
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,gutierrez,12,1,14:32:18,25.147
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,max_verstappen,13,1,14:33:11,24.186
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,ricciardo,13,1,14:33:32,24.623
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,kvyat,17,2,14:41:54,25.355
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,jolyon_palmer,17,2,14:41:59,24.656
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,hamilton,20,1,14:47:37,33:30.361
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,rosberg,20,1,14:47:40,33:29.747
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,max_verstappen,20,2,14:47:41,33:29.643
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,hulkenberg,20,1,14:47:44,33:28.504
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,perez,20,1,14:47:46,33:28.398
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,sainz,20,1,14:47:48,33:28.828
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,nasr,20,1,14:47:50,33:28.206
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,ricciardo,20,2,14:47:52,33:28.600
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,ocon,20,1,14:47:53,33:29.052
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,wehrlein,20,1,14:47:56,33:28.464
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,alonso,20,2,14:47:57,33:28.789
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,bottas,20,2,14:47:59,33:28.595
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,kevin_magnussen,20,2,14:48:00,33:28.979
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,button,20,2,14:48:04,33:30.062
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,vettel,20,2,14:48:05,33:30.637
2016,20,Brazilian Grand Prix,2016-11-13,Autódromo José Carlos Pace,Brazil,massa,20,2,14:48:08,33:29.630
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,kevin_magnussen,1,1,17:05:37,27.068
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,sainz,6,1,17:14:43,21.761
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,wehrlein,6,1,17:14:44,33.395
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,hamilton,7,1,17:16:01,22.600
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,raikkonen,7,1,17:16:05,21.959
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,alonso,7,1,17:16:19,22.428
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,jolyon_palmer,7,1,17:16:27,24.781
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,nasr,7,1,17:16:34,23.272
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,rosberg,8,1,17:17:48,23.753
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,vettel,8,1,17:17:54,21.711
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,hulkenberg,8,1,17:17:59,21.834
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,massa,8,1,17:18:07,21.775
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,gutierrez,8,1,17:18:19,22.032
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,kvyat,8,1,17:18:19,21.896
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,ricciardo,9,1,17:19:37,22.084
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,perez,9,1,17:19:50,21.308
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,grosjean,20,1,17:40:10,22.838
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,max_verstappen,21,1,17:41:22,21.221
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,jolyon_palmer,21,2,17:42:16,22.145
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,ocon,22,1,17:43:59,24.035
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,ricciardo,24,2,17:46:46,21.768
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,wehrlein,24,2,17:47:52,22.949
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,raikkonen,25,2,17:48:31,22.087
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,hulkenberg,26,2,17:50:33,21.482
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,perez,27,2,17:52:26,22.012
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,hamilton,28,2,17:53:38,21.355
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,gutierrez,28,2,17:54:49,22.102
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,sainz,28,2,17:55:00,21.935
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,rosberg,29,2,17:55:27,21.218
2016,21,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,UAE,massa,30,2,17:57:55,21.539
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,kevin_magnussen,1,1,16:08:47,31.336
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,stroll,5,1,16:14:22,22.293
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,vandoorne,9,1,16:20:40,39.562
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,ocon,15,1,16:29:32,22.154
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,giovinazzi,15,1,16:29:57,28.591
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,alonso,16,1,16:31:00,22.484
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,hulkenberg,16,1,16:31:01,23.130
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,hamilton,17,1,16:31:40,21.709
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,perez,17,1,16:32:20,22.045
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,sainz,18,1,16:33:49,21.762
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,massa,20,1,16:36:44,21.568
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,vettel,23,1,16:40:32,21.988
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,bottas,25,1,16:43:42,21.440
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,max_verstappen,25,1,16:43:56,22.208
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,raikkonen,26,1,16:45:16,22.033
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,stroll,29,2,16:51:13,22.380
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,hulkenberg,30,2,16:52:40,23.159
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,kvyat,34,1,16:57:51,25.559
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,kevin_magnussen,44,2,17:15:10,22.189
2017,1,Australian Grand Prix,2017-03-26,Albert Park Grand Prix Circuit,Australia,kvyat,49,2,17:20:30,24.026
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,hulkenberg,1,1,14:05:25,23.550
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,vettel,2,1,14:07:35,22.906
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,kvyat,2,1,14:07:46,24.016
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,alonso,2,1,14:07:48,24.250
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,massa,2,1,14:07:51,23.123
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,perez,2,1,14:07:52,24.030
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,kevin_magnussen,2,1,14:07:53,23.809
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,ericsson,2,1,14:07:54,27.934
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,ocon,2,1,14:07:57,17.673
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,grosjean,2,1,14:08:00,30.654
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,vandoorne,2,1,14:08:01,25.146
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,giovinazzi,2,1,14:08:01,29.443
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,hamilton,4,1,14:12:08,22.999
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,bottas,4,1,14:12:17,32.287
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,ricciardo,4,1,14:12:20,17.340
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,raikkonen,4,1,14:12:21,23.847
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,max_verstappen,4,1,14:12:23,23.071
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,vettel,4,2,14:12:35,17.354
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,sainz,4,1,14:12:47,17.337
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,ocon,4,2,14:12:49,33.491
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,alonso,4,2,14:12:55,17.304
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,kvyat,4,2,14:13:00,17.320
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,perez,4,2,14:13:01,17.416
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,massa,4,2,14:13:01,17.324
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,kevin_magnussen,4,2,14:13:03,17.296
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,jolyon_palmer,4,1,14:13:06,17.291
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,vandoorne,4,2,14:13:08,17.325
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,hulkenberg,4,2,14:13:11,17.336
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,ericsson,4,2,14:13:14,17.341
2017,2,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,China,grosjean,4,2,14:13:23,17.303
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,stroll,8,1,18:16:59,24.915
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,vettel,10,1,18:19:52,24.702
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,max_verstappen,11,1,18:21:30,25.174
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,ocon,11,1,18:21:47,24.664
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,wehrlein,11,1,18:21:59,26.542
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,raikkonen,12,1,18:23:10,26.430
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,grosjean,12,1,18:23:23,25.075
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,sainz,12,1,18:23:26,25.001
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,bottas,13,1,18:24:52,28.368
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,hamilton,13,1,18:24:59,30.687
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,ricciardo,13,1,18:24:59,25.312
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,massa,13,1,18:25:06,25.704
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,hulkenberg,13,1,18:25:13,26.634
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,perez,13,1,18:25:24,24.332
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,jolyon_palmer,13,1,18:25:31,27.466
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,alonso,13,1,18:25:31,24.922
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,kvyat,13,1,18:25:35,25.204
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,bottas,30,2,18:54:49,24.540
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,grosjean,31,2,18:56:52,24.965
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,vettel,33,2,18:59:27,24.314
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,ericsson,33,1,19:00:33,25.576
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,perez,36,2,19:04:49,24.630
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,hulkenberg,36,2,19:04:58,25.135
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,alonso,36,2,19:05:15,24.723
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,raikkonen,37,2,19:06:10,25.856
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,massa,37,2,19:06:22,24.240
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,ocon,37,2,19:06:38,24.505
2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Bahrain,jolyon_palmer,37,2,19:06:55,26.420
